neg,neu,pos,compound,text
0.589,0.411,0.0,-0.6486,Chatting with a serial killer
0.0,0.426,0.574,0.4019,I can appreciate this
0.0,0.798,0.202,0.466,"Is Daddy gonna bang his manager??? ....for real, it seems like he might"
0.0,0.773,0.227,0.4767,"Jordan is literally me, same type of humor, charisma through the roof. Even used same jokes."
0.0,0.688,0.312,0.7096,"chat with your favorite local bartender, even better if you dont really know them yet"
0.211,0.789,0.0,-0.1531,andrew has a crush on his manager whoops
0.0,0.615,0.385,0.3612,Andrew I like the chatting withs.
0.0,0.706,0.294,0.3612,why does andrew look like hes rolling
0.0,1.0,0.0,0.0,Omg he's talking about Tal Fishman
0.0,1.0,0.0,0.0,When they realized they had the same size feet 😍😍
0.461,0.248,0.291,-0.5795,"""Not anymore?"" ""No this shit is weak"" lol!"
0.178,0.704,0.117,-0.3182,This dude reminds me of Captain 3000gt and bullshit brigade guy. Talks and makes gestures like him
0.0,1.0,0.0,0.0,chatting with yourself
0.491,0.509,0.0,-0.4391,This is fucking uncomfortable
0.0,0.58,0.42,0.4404,"""better at me than writing"""
0.0,0.841,0.159,0.7783,"Great vid andy, maybe do chatting with a proffessional gamer, an amish, maybe some youtuber/streamer that gets alot of hate(ice poseidon could be interesting), a convicted fellon, a pornstar or just a person in the porn industry...i think these could be interesting"
0.0,0.414,0.586,0.795,jordan is such a cutie!!! happy for him
0.0,1.0,0.0,0.0,Adam levine
0.0,0.821,0.179,0.5399,"Chatting with G-Unit [ Tony Yayo, 50, Lloyd Banks, Young Buck ] I WANNA SEE THAT ONE! 50 funny AF !"
1.0,0.0,0.0,-0.6249,DICKHEAD
0.0,1.0,0.0,0.0,Does he manage everyone?
0.0,0.615,0.385,0.3612,this guy seems like a clown
0.0,1.0,0.0,0.0,You’ve gotta change the title to chatting with Tana mongeau’s manager to get those clicks!
0.0,0.497,0.503,0.7956,This was really interesting. This guy seems like a really cool dude
0.0,1.0,0.0,0.0,"Rename it ""Chatting with a YouTuber-Agent"""
0.404,0.367,0.229,-0.4404,chatting with late stage cancer survivor
0.0,1.0,0.0,0.0,I watch every LAHWF video at 1.25 speed
0.0,0.479,0.521,0.7603,Chatting with Twitch streamers. Someone like sodapoppin :D
0.0,1.0,0.0,0.0,dudes a faker
0.0,1.0,0.0,0.0,Chat with a mute person
0.223,0.777,0.0,-0.765,I just bought high-end headphones and now the lower frequencies of your video are killing my ears. I guess its the lav mic touching clothes or so.
0.0,1.0,0.0,0.0,Between two ferns
0.0,0.786,0.214,0.4588,The wide angle shot with the two shoes touching that was cute
0.0,0.566,0.434,0.3182,Chatting with JoeysWorldTour please
0.168,0.761,0.071,-0.4215,who else went to reaction time and got immersed in the real vs fake objects challenge?
0.0,0.68,0.32,0.8689,Dudes a complete sociopathic unempethetic self centered dooooooch. Lol andrew got hood winked by his transparent attempt at genuine charm. Ha come on Hales... Ur better than that😕
0.0,0.769,0.231,0.2023,Chatting with Ninja(become a billionaire by playing games)
0.0,0.2,0.8,0.6124,he's gorgeous
0.0,1.0,0.0,0.0,OT4Y OT4Y
0.474,0.526,0.0,-0.4019,damn this nigga influencial
0.164,0.707,0.129,0.1193,"I guess in North America ita about deceiving people. Its not a nice shirt. And if he thought that, really its ""wow""?  Its just fake. And for the most charming person you know shows your content is fake. I followed and your videos alone are great but I just do not like the direction you are going in and must retract my interest."
0.087,0.728,0.185,0.5423,I lasted 4 seconds watching that. The guy said it was a great shirt and cocked his neck like a schoolgirl. If thats your manager I am done with all your content. Its fake.
0.099,0.901,0.0,-0.0258,"Two bros chilling in a room, 5 feet apart cause they’re not gay"
0.0,0.741,0.259,0.6427,Not Tryna hate but we would like it if Andrew would do some otay otay pranks again
0.531,0.469,0.0,-0.5267,Sam witwicky looking mofo
0.11,0.716,0.174,0.09,Why do you have a manager when you make such shitty videos honestly? I was a fan but now I’m not
0.0,0.661,0.339,0.4767,LoL Pls do pranks again And Get Ur manager working
0.0,1.0,0.0,0.0,Run.  Fast.
0.516,0.484,0.0,-0.296,miss the awkward pranks tho
0.773,0.227,0.0,-0.7783,no way in hell
0.316,0.515,0.169,-0.4588,"Dead channel rip, can we get some Fs please?"
0.0,0.303,0.697,0.3182,He‘s cool
0.171,0.57,0.259,0.101,I really like these. Only problem is I want them to be longer sometimes
0.0,1.0,0.0,0.0,Chatting with this guy's manager
0.0,0.526,0.474,0.7351,"""i want a yacht. then i'll be happy.""well, good luck with that..."
0.0,1.0,0.0,0.0,chatting with my mom
0.306,0.694,0.0,-0.296,Andrew Hales makes no money confirmed
0.0,1.0,0.0,0.0,Next Ice Poseidon
0.0,1.0,0.0,0.0,So is this a gay thing?
0.0,1.0,0.0,0.0,Chatting with your mom
0.0,0.435,0.565,0.3818,Chatting with a comedian
0.0,0.541,0.459,0.5267,You look sexy today dady.
0.0,0.726,0.274,0.8804,"I don't normally ""hit the like button"" on videos, but I had to show my support to what you're doing Andrew and let you know I really enjoyed this episode. Keep at it 👊"
0.5,0.5,0.0,-0.6124,This guy is a douchebag narcissist
0.0,0.841,0.159,0.1779,The spirit of Shia LaBeouf lives on in this man
0.0,1.0,0.0,0.0,Chatting with Tyler1 !
0.0,1.0,0.0,0.0,Chatting with a Pedophile
0.0,0.72,0.28,0.7906,"awesome video andrew, youve really got these chatting withs down. hope for you that they all take off one day"
0.0,0.599,0.401,0.8658,"He's an interesting dude. For sure a good chatting with, man. I liked seeing you guys bust out a deal on the spot."
0.4,0.516,0.084,-0.7096,Chatting with the Guy who’s Dick I Want to Suck the Most
0.437,0.563,0.0,-0.4767,Poor guy is tanas manager
0.0,1.0,0.0,0.0,you have the same manager as Tana Mongeau  nuff said
0.234,0.443,0.323,0.1027,Can’t tell if he’s cool or I hate the guy lol
0.0,1.0,0.0,0.0,What exactly does a manager or agent do?
0.402,0.506,0.092,-0.7096,No but on some rs i do want to fuck my manager
0.0,0.545,0.455,0.3612,Looks like Daniel Radcliffe
0.0,0.562,0.438,0.5994,is this tana mongeau's manager lmao
0.0,1.0,0.0,0.0,Chatting with Joey Costello
0.0,0.306,0.694,0.8439,Haha I like how he is really  honest
0.0,1.0,0.0,0.0,Chatting with Ice Poseidon
0.226,0.774,0.0,-0.5859,My bullshit radar goes off the charts when it’s his turn to make noise
0.034,0.814,0.152,0.5411,Ok this is a serious question. I want to know what degree he may have... I’m working on my communications in public relations degree. What he does interests me. Anyone have an idea what his degree is?!
0.0,0.86,0.14,0.8689,"Would've loved to see a more in depth interview with your manager, it seems like he's the kind of guy you can gain insight on in your own life just by asking him questions about his philosophy. I wanna know what he would say to someone that lacks drive/ambition to do things in their own life - and subsequently, how they can change that moving forward."
0.0,1.0,0.0,0.0,"very charismatic, he owned the interview and directed questions to him naturally"
0.0,1.0,0.0,0.0,he shaves his eyebrow
0.0,0.641,0.359,0.4215,Next do chatting with reviewbrah lol
0.0,1.0,0.0,0.0,Do chatting with me a “weirdo”
0.0,0.682,0.318,0.6369,I love how you and tana mongoose have the same manager😂
0.0,1.0,0.0,0.0,Chatting with snowfox!❄️
0.804,0.196,0.0,-0.6249,Worst one.
0.23,0.545,0.225,-0.2732,Yo andrew I love you but the fact that you have a manager is straight up pathetic
0.305,0.695,0.0,-0.4717,meeh... not that charming if you ask me...
0.0,1.0,0.0,0.0,This should just be titled Chatting With Californians
0.0,0.823,0.177,0.624,"Obviously Andrew is the one who has more charming in this video, that explain why the title has been changed."
0.194,0.806,0.0,-0.0516,swear this man is everyone’s manager...
0.0,1.0,0.0,0.0,So much bromance in the air
0.091,0.743,0.166,0.3182,This channel use to have that one good music video... Now its just awkward conversations...
0.0,0.482,0.518,0.8225,Lol that shoe touching waa funny. Doesnt mean gay just funny.
0.191,0.809,0.0,-0.3818,Reaction Time must have one of the lowest views/subscribers ratio I’ve seen.
0.0,1.0,0.0,0.0,Is he Luke's brother ??
0.0,0.839,0.161,0.3612,This dude is a natural leader. His personality reminds me so much of my boss
0.0,0.86,0.14,0.0772,Andrew we want to see your puckered butt hole
0.4,0.489,0.111,-0.6705,This guy is a flake Hollywood douche. Drop that useless turd like an aborted baby into a dumpster.
0.236,0.66,0.104,-0.3818,I get the irony in his humour but he would piss me off after about 3.72 minutes
0.0,1.0,0.0,0.0,How is Jordan literally everyone’s manager
0.437,0.073,0.49,0.186,Yeah this shits weak XD
0.0,0.313,0.687,0.6588,Great video Andrew!
0.0,1.0,0.0,0.0,Chatting with tanas manager ~
0.0,1.0,0.0,0.0,His reaction made me think he was a psychopath
0.0,0.588,0.412,0.7713,"Jordan is a proper funny guy, I think you two play off of eachother really well"
0.0,1.0,0.0,0.0,He's an actor material
0.0,1.0,0.0,0.0,Joe just realized this isn't the jre podcast Rogan
0.0,1.0,0.0,0.0,Manager for Bonnie’s litter box or what
0.0,1.0,0.0,0.0,"Chatting with entrepreneurs. Chatting with fireman, police officer, BuzzFeed ppl, h3h3, with homeless ppl on vitaly's YouTube channel"
0.25,0.75,0.0,-0.6124,Chatting with a patent lawyer or crimanl lawyer who defends murders or be ppl
0.0,1.0,0.0,0.0,now make heart by joining legs
0.0,1.0,0.0,0.0,Do chatting with a chicken
0.0,0.185,0.815,0.6588,Awesome video!
0.0,0.25,0.75,0.4588,He's cute
0.0,1.0,0.0,0.0,chatting with Bonnie next?
0.313,0.308,0.379,0.3182,bro this guy is your long lost best friend wtf
0.0,0.244,0.756,0.4753,Footsies! Lol
0.0,1.0,0.0,0.0,I scrolled past this and thought it was Chris Evans
0.0,1.0,0.0,0.0,chatting with AustinMconnell next
0.0,1.0,0.0,0.0,He really is charistmatic
0.412,0.588,0.0,-0.2732,Chatting with a suicid victim.
0.0,0.839,0.161,0.3612,He looks like the little guy who does interviews on college campuses for infowars
0.0,0.256,0.744,0.4404,bromance <3
0.247,0.614,0.139,-0.4456,Did he really mean he doesn’t like your content now??!! That was harsh!!
0.299,0.701,0.0,-0.644,INFJ who rejected Ni early on and still figuring it out????
0.0,0.865,0.135,0.9183,"Do people watch your chatting with videos longer than your traditional videos as in total viewing time per person? Have you seen an increase in viewing time as you make these chatting with videos longer Or shorter? Is there a paradoxical effect, like if you make the video longer in this style people actually watch it MORE? I agree Visual component is key; even if its a podcast style discussion, it's the ability to view the host and guest's body language that keeps people intrigued. Does the content matter at all, or is it simply the discussion in an open unscripted setting & on camera? Cool."
0.0,0.545,0.455,0.3612,He's like E from entourage
0.0,1.0,0.0,0.0,they smashed each other after this
0.0,1.0,0.0,0.0,Chatting with an anti-vaxer
0.0,0.682,0.318,0.4215,Should have asked him abt tana lol
0.0,1.0,0.0,0.0,He reminds me of Charlie Day.
0.0,1.0,0.0,0.0,probably the gayest interview yet tbhtbh
0.0,1.0,0.0,0.0,"What I took away from this video is that I am going to let my beard connect to my mustache... clients don't let them touch, managers do."
0.0,1.0,0.0,0.0,I know u see my comments andrew...DO BO BURNHAM!!!
0.304,0.696,0.0,-0.4449,"“I’m never comfortable, I always want more” same as saying, “I’m empty”."
0.0,1.0,0.0,0.0,Chatting with David dobrik
0.0,1.0,0.0,0.0,Chatting with a homeless person? Give them a meal and film a conversation while you eat together
0.0,1.0,0.0,0.0,Chatting with Arab Andy
0.0,1.0,0.0,0.0,"When you wanted to title your video interview with a narcissist but do it in a covert way instead,,,,,,,"
0.0,0.797,0.203,0.4215,This guy is exactly the person dr ramani described compete narcissist lol
0.0,0.574,0.426,0.9117,"Hey Andrew!! You should definitely do sketches again, they were so funny! Like if you agree so he can see this"
0.186,0.627,0.187,-0.2263,"Charismatic, but tries too hard to impress people. As an agent, you definitely need to portray a character, but he just felt unnatural. Tone down the witty comebacks by 10%, and he might have something. What the fuck do I know though, dude sounds like he's killing it. Solid vid Andrew."
0.0,1.0,0.0,0.0,"Jordan, have you done the Myers Briggs personality test? I'm guessing you would be ESFJ"
0.0,1.0,0.0,0.0,Chatting with Norm MacDonald
0.0,1.0,0.0,0.0,Something is SSketch about your Manager
0.0,1.0,0.0,0.0,So he is the manager of Andrews media or?
0.0,0.872,0.128,0.3612,Seems like the kind of guy that’s gonna read every comment to see what people said about him...
0.0,1.0,0.0,0.0,adhd
0.0,0.607,0.393,0.3802,"do chatting with a virgin, please!"
0.0,1.0,0.0,0.0,Just went to check out Reaction time and it's total garbage.
0.0,1.0,0.0,0.0,Chatting with a FRAT guy would be hilarious...
0.0,1.0,0.0,0.0,Dude reminds me so much of Chris Evans
0.0,1.0,0.0,0.0,Chatting with a lady of the evening.
0.057,0.9,0.043,-0.1169,Last time I said Chatting with the Hodgetwins but now I realize how awkward that would be so now I'm thinking Chatting with an actor. You're in LA so it shouldn't be that hard
0.0,1.0,0.0,0.0,Chatting with Reviewbrah!
0.0,1.0,0.0,0.0,Chatting with Babish would be dope.
0.104,0.896,0.0,-0.1027,This mans facial expressions and mannerisms remind me of Chandler Taslitz idk why...
0.0,1.0,0.0,0.0,you should collab w/ NELK when their back in LA!!!
0.273,0.382,0.344,-0.0387,"""I was a huge fan of yours"" ""Yeah you WAS"" ""Yeah not anymore this shit is weak"""
0.0,1.0,0.0,0.0,Chat with a mute person
0.0,0.698,0.302,0.3818,Too focused on money that man is..
0.0,0.843,0.157,0.4215,This was a nice break from the usual Chatting Withs. Looking forward to the next one. whoops
0.0,0.263,0.737,0.4215,Nice guy
0.556,0.444,0.0,-0.3612,soulless LA douche
0.0,1.0,0.0,0.0,"Work on getting Jordan Peterson on ""Chatting With..."""
0.0,1.0,0.0,0.0,Chatting with a creampie
0.207,0.345,0.448,0.6369,lmao andrew finally getting shit from these interviews lmao
0.0,0.571,0.429,0.4588,awww this was cute. LOLLLLL.
0.0,1.0,0.0,0.0,"Wait, the schizophrenic grew a beard?"
0.667,0.333,0.0,-0.6124,chatting with a racist
0.0,0.762,0.238,0.3612,"I feel like I am watching gay porn, don't know why."
0.0,1.0,0.0,0.0,chatting with ice poseidon Cx
0.0,0.905,0.095,0.3182,Off track—not sure I’d handle being in the room with just you two. Lawd is gonna have to hold me back wipes drool
0.0,1.0,0.0,0.0,kris jenner of youtube
0.0,1.0,0.0,0.0,Can u chatting with gay
0.0,1.0,0.0,0.0,This guy's the homie
0.468,0.532,0.0,-0.6597,eminem has been killing it lately
0.744,0.256,0.0,-0.8271,“ no this shit is weak “ 😂😂😂
0.0,1.0,0.0,0.0,Chatting with Lauren Southern
0.088,0.652,0.26,0.7425,"I mean he is fucking charming, first thing he does is complete your shirt. Damn. And he's got a beautiful nose, just look at it."
0.0,0.806,0.194,0.1139,Chatting with a person who never stops chatting
0.0,1.0,0.0,0.0,The manager is so inauthentic.
0.0,1.0,0.0,0.0,chatting with an irs scammer
0.0,1.0,0.0,0.0,Chatting with a nympho
0.269,0.731,0.0,-0.4854,No offense but is andrew on some sort of spectrum if the awkwardness isnt actually an act?
0.348,0.418,0.234,-0.3313,Does the manager have Andrew? Lol wtf?
0.0,0.601,0.399,0.5147,"""Chatting with myself""   PLEASE DO IT!"
0.0,1.0,0.0,0.0,you should do a chatting with a communist
0.0,1.0,0.0,0.0,Do icePoseidon!
0.0,0.868,0.132,0.4927,Need to do more with this dude.  Very entertaining.  Maybe a monthly chat with him to go over the month’s plan and stuff
0.808,0.192,0.0,-0.6369,Corporate scumbag
0.0,1.0,0.0,0.0,This dude is hyperfocused
0.0,0.484,0.516,0.4939,You both are handsome
0.0,0.486,0.514,0.8908,This was a really good chatting with. I enjoyed it a lot. He has a great personality
0.0,1.0,0.0,0.0,Jordan peterson.
0.0,1.0,0.0,0.0,"Can you get Adam Neely to do a ""chatting with""?"
0.0,0.629,0.371,0.7579,This is a fascinating peak behind the curtain. Might be my favorite Chatting With.
0.253,0.46,0.287,0.0772,I feel like that too. Hiding empathy.
0.0,0.481,0.519,0.8658,LOVE LOVE LOVEWE WANT MORE STUFF FROM HIMLOVE HEARING THE BUSINESS SIDE
0.0,0.551,0.449,0.8687,Actually really liked this guy.. would love like an hour podcast or something with him
0.0,1.0,0.0,0.0,He’s hot
0.0,1.0,0.0,0.0,Chatting with a black guy
0.0,1.0,0.0,0.0,Chatting with isis
0.212,0.788,0.0,-0.5423,How the fuck do you not know how to pronounce your managers name lolol
0.0,1.0,0.0,0.0,Chating with a transgender man who had sex with a transgender woman and gave birth to a transgender child.
0.148,0.603,0.249,0.3265,"”You’re not a fan anymore?” ”No, this shit’s weak.” He’s honest."
0.0,1.0,0.0,0.0,I wonder what kind of music Andrew listens to
0.0,1.0,0.0,0.0,Chatting with LAHWF
0.393,0.347,0.26,-0.3197,"""no way in hell"" lmaooo i fucking love this guy"
0.0,1.0,0.0,0.0,Littlefinger in real life
0.0,0.775,0.225,0.4927,This was really enjoyable to watch. Your manager really is a charismatic person.
0.254,0.332,0.414,0.4374,Chat with Cindy! She's gorgeous and funny as hell!
0.412,0.588,0.0,-0.5423,The fuck you got a manager for
0.0,0.497,0.503,0.4648,Chatting with ReviewBrah PLEASE
0.0,0.648,0.352,0.5859,chatting with Elon musk would be amazing tbh
0.0,0.612,0.388,0.5859,he doesn’t seem that charming to me
0.104,0.566,0.33,0.7003,"These are getting better Andrew, the subtle cuts for reactions are great, keep it up."
0.0,1.0,0.0,0.0,Chatting with Burger King foot lætues
0.0,0.66,0.34,0.4753,"Manager.. lol, what do you manage... gloves!?"
0.0,0.758,0.242,0.4927,you two are very funny together. should do more stuff together
0.0,1.0,0.0,0.0,do you have a podcast?
0.0,1.0,0.0,0.0,that guy needs his own show
0.259,0.399,0.342,0.0227,Jordan: Yeah I was a big fan of yoursAndrew: Not Anymore?Jordan: Yeah no this shit is weak 😂😂😂
0.475,0.525,0.0,-0.8044,Wtf? His manager is actually clueless! Why is he hired?!
0.0,0.417,0.583,0.6369,Best one yet though
0.247,0.753,0.0,-0.5088,"This guy isn't really charming, Andrew I don't think you need a manager"
0.0,1.0,0.0,0.0,You need a manager to do this?!
0.0,1.0,0.0,0.0,Chatting with the Hodgetwins
0.0,0.816,0.184,0.4019,This guy definitely takes coke or speed. He's probably a busy Alpha. Needs it
0.462,0.477,0.061,-0.8503,Deeply insecure narcissist hides early pattern balding behind Nike cap & insincere flattery and lies about effectiveness/success
0.0,1.0,0.0,0.0,Andrew is David Blaine
0.16,0.49,0.35,0.5953,Im one minute in i feel like he is so picky and rude LMAO
0.0,0.667,0.333,0.3612,Chatting with a Cult Survivor. I know someone
0.0,1.0,0.0,0.0,Chatting with an astrologist
0.315,0.685,0.0,-0.3182,There’s a lot of sexual tension here
0.0,0.426,0.574,0.4019,Dude's fuckin hilarious.
0.061,0.761,0.177,0.6691,"Lemme tell you what this dude is all about.. This dude tries too hard to make a persona of himself; energetic, smart, easily distracted, borderline ADD, get-shit-done high achiever. Cant tell it doesnt work, but cant tell it is not annoying either. Unnatural"
0.03,0.826,0.144,0.8071,"To answer why he needs a manager: Managers have connections in LA, if you have some form of talent or a following, having a manger helps you get jobs, auditions, brand deals and then when you make money, they take a percentage for helping you get the gig. It’s not easy getting a manager actually, they usually only want people who can make them money. Jordan manages a lot of YouTube talent, so he coordinates collabs, brand deals, etc"
0.344,0.533,0.123,-0.631,"""You still a fan of mine?"" ""Yeah... No, this shit is really weak."" Bahahahhahaha"
0.0,0.488,0.512,0.6369,"I would love a ""Chatting with TheReportofTheWeek"""
0.0,0.699,0.301,0.7845,"this guy opening up with the ""how to win friends and influence people"" vibe with the shirt comment"
0.208,0.792,0.0,-0.3875,I've never thought I'd enjoy watching interviews of people I don't know
0.0,0.661,0.339,0.5551,He’s so cute! What’s his name? And instagram
0.0,0.0,0.0,0.0,E N F P
0.0,1.0,0.0,0.0,"what the heck, im the girly version of him"
0.0,0.601,0.399,0.7158,This guy is so cool. Wish to see more of him.
0.351,0.649,0.0,-0.4019,Did anybody else find him annoying?
0.0,1.0,0.0,0.0,It’s not “Chatting with my Manager”. It’s “My manager chatting with Me”
0.0,1.0,0.0,0.0,Your manager wants to sex you.
0.0,0.68,0.32,0.6408,HE IS SO HOT WTFFFF. And LMFAO the shoe thing
0.257,0.525,0.218,-0.1363,DAMN Shia Labeouf is your manager good job dude
0.0,0.809,0.191,0.6943,"I dont know why but this video was so interesting, you need a part two of this and with the person of clout"
0.0,0.58,0.42,0.4404,Dude is good at networking..
0.0,0.791,0.209,0.4404,First chatting with I've watched in a long time. This one was good.
0.0,0.769,0.231,0.4588,"My favorite Chatting With so far.  Also, he is Gary V."
0.0,1.0,0.0,0.0,I relate to your managers personality so much tbh i think we’re the same person
0.0,0.783,0.217,0.3612,Your manager looks like a bearded Jim Halpert from The Office
0.575,0.425,0.0,-0.4023,I don't trust him
0.38,0.62,0.0,-0.7096,He reminds me of the rapist thirteen reasons why
0.351,0.649,0.0,-0.4019,Damn this guy seems hella likable
0.0,1.0,0.0,0.0,so he's basically unemployed
0.0,1.0,0.0,0.0,"The way he talks, sounds and his facial expressions remind me of Daniel Redcliff. Especially the way he sounds."
0.0,1.0,0.0,0.0,get a talk show
